encabezado,enlace,fuente,fecha,clase
Reino Unido anuncia reapertura condicionada,https://www.eluniversal.com.mx/mundo/reino-unido-anuncia-reapertura-condicionada,universal,11-05-2020,0
Identifican anticoagulante que podría frenar entrada de Covid-19 en células,https://www.eluniversal.com.mx/mundo/coronavirus-heparina-podria-frenar-entrada-de-covid-19-en-celulas,universal,11-05-2020,0
Prenden alertas en Alemania y China por rebote de Covid-19,https://www.la-prensa.com.mx/mundo/prenden-alertas-en-alemania-y-china-por-rebote-de-covid-19-coronavirus-5214051.html,laprensa,11-05-2020,1
"La Casa Blanca, en caos por casos de Covid-19",https://www.la-prensa.com.mx/mundo/estados-unidos-casa-blanca-caos-contagios-coronavirus-covid-19-5213716.html,laprensa,11-05-2020,1
Pandemia pega a Palacio Nacional; muere empleado de Presidencia por Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/pandemia-pega-a-palacio-nacional-muere-empleado-de-presidencia-por-covid-19-5220499.html,laprensa,12-05-2020,1
Aseguran que hay más de 36 mil muertos por Covid-19 en Reino Unido,https://www.eluniversal.com.mx/mundo/aseguran-que-hay-mas-de-36-mil-muertos-por-covid-19-en-reino-unido,universal,12-05-2020,1
Reportan primera muerte de un trabajador de la salud en Querétaro por coronavirus,https://www.milenio.com/estados/coronavirus-muere-promotor-salud-covid-19-queretaro,milenio,12-05-2020,0
Vocero del presidente ruso Vladimir Putin da positivo al coronavirus,https://www.milenio.com/internacional/coronavirus-rusia-hospitalizan-vocero-presidente-putin,milenio,12-05-2020,0
CDMX permanece con alto contagio de la enfermedad Covid-19,https://www.la-prensa.com.mx/mexico/cdmx-permanece-con-alto-contagio-de-la-enfermedad-covid-19-5223259.html,laprensa,13-05-2020,1
Insultos y multas: el sufrimiento de los autistas en España con el confinamiento,https://www.la-prensa.com.mx/mundo/insultos-y-multas-el-sufrimiento-de-los-autistas-en-espana-con-el-confinamiento-5222617.html,laprensa,13-05-2020,1
"Diagnostican covid-19 a funcionario de Boca del Río, Veracruz",https://www.milenio.com/estados/coronavirus-funcionario-en-veracruz-da-positivo,milenio,13-05-2020,0
"Enfermera del IMSS ""cura"" con su canto el alma de pacientes con Covid-19",https://www.la-prensa.com.mx/doble-via/virales/video-enfermera-del-imss-jalisco-cura-con-su-canto-el-alma-de-pacientes-con-covid-19-5225839.html,laprensa,14-05-2020,1
Regreso a la normalidad comenzaría el 1 de junio,https://www.eluniversal.com.mx/metropoli/regreso-la-normalidad-comenzaria-el-1-de-junio,universal,14-05-2020,0
Coronavirus Puebla: Casos confirmados de Covid-19 al 14 de mayo,https://www.eluniversal.com.mx/estados/coronavirus-puebla-casos-confirmados-de-covid-19-al-14-de-mayo,universal,14-05-2020,0
España registra repunte de muertos por coronavirus,https://www.milenio.com/internacional/coronavirus-en-espana-registra-repunte-de-muertos,milenio,14-05-2020,1
OMS alerta sobre impacto en salud mental por Covid-19,https://www.la-prensa.com.mx/mundo/oms-alerta-sobre-impacto-en-salud-mental-por-covid-19-5228624.html,laprensa,14-05-2020,1
"""Nos contagiamos de dengue mientras estábamos encerrados por la cuarentena""",https://www.eluniversal.com.mx/mundo/coronavirus-nos-contagiamos-de-dengue-encerrados-por-la-cuarentena,universal,14-05-2020,1
UNAM hará pruebas rápidas de Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/unam-pruebas-rapidas-coronavirus-covid-19-pandemia-deteccion-contagios-enrique-graue-5233007.html,laprensa,15-05-2020,0
Reportan 3 muertes más de policías capitalinos por posible Covid,https://www.eluniversal.com.mx/metropoli/cdmx/reportan-3-muertes-mas-de-policias-capitalinos-por-posible-covid,universal,15-05-2020,0
Hospitalizan a la Jefa Fabiana en La Raza por Covid-19,https://www.la-prensa.com.mx/mexico/hospitalizan-a-la-jefa-fabiana-en-la-raza-por-covid-19-5237045.html,laprensa,16-05-2020,0
Ampliación del IMSS en Magdalena de las Salinas recibe primeros pacientes con Covid-19,https://www.eluniversal.com.mx/nacion/centro-temporal-en-magdalena-de-las-salinas-recibe-primeros-pacientes-con-covid-19,universal,17-05-2020,0
India extiende confinamiento contra coronavirus hasta el 31 de mayo,https://www.milenio.com/internacional/por-coronavirus-india-amplia-dos-semanas-mas-el-confinamiento,milenio,17-05-2020,1
Arquidiócesis de México llama a no tener miedo pese a pandemia,https://www.la-prensa.com.mx/mexico/sociedad/llama-arquidiocesis-de-mexico-a-no-tener-miedo-pese-a-pandemia-covid-19-coronavirus-5242248.html,laprensa,17-05-2020,1
"Covid-19 arrasa en Latinoamérica, supera los 500 mil infectados",https://www.la-prensa.com.mx/mundo/covid-19-coronavirus-arrasa-en-latinoamerica-supera-los-500-infectados-contagios-sistemas-de-salud-5244168.html,laprensa,18-05-2020,1
Ante emergencia sanitaria agilizan excavación de fosas en Sonora,https://www.eluniversal.com.mx/estados/ante-emergencia-sanitaria-agilizan-excavacion-de-fosas-en-sonora,universal,18-05-2020,1
"En Chiapas, realizan fiestas y disparos al aire en plena emergencia por coronavirus",https://www.milenio.com/estados/coronavirus-registran-fiesta-disparos-mercado-chiapas,milenio,18-05-2020,1
Chimalhuacán denuncia retraso en resultado de pruebas Covid-19,https://www.eluniversal.com.mx/metropoli/cdmx/chimalhuacan-denuncia-retraso-en-resultado-de-pruebas-covid-19,universal,19-05-2020,0
"En Michoacán, reportan primera donación de plasma para coronavirus",https://www.milenio.com/estados/coronavirus-michoacan-reporta-donacion-plasma-paciente,milenio,19-05-2020,0
"Alcalde de Manaos teme ""genocidio"" de los indios en Amazonas por el Covid-19",https://www.la-prensa.com.mx/mundo/alcalde-de-manaos-teme-genocidio-de-los-indios-en-amazonas-por-el-covid-19-5255751.html,laprensa,20-05-2020,1
Museos de Londres preparan colección sobre el Covid-19,https://www.eluniversal.com.mx/cultura/artes-visuales/coronavirus-museos-de-londres-preparan-coleccion-sobre-el-covid-19,universal,20-05-2020,0
"En últimas 24 horas, registra Puebla 123 casos de coronavirus",https://www.milenio.com/politica/gobierno/registra-puebla-123-casos-covid-19-pico-alto,milenio,20-05-2020,0
"Coronavirus en México, 21 de mayo: reportan 420 nuevas muertes y 2 mil 973 casos",https://www.milenio.com/politica/coronavirus-mexico-21-mayo-noticias-covid-19,milenio,21-05-2020,0
"Casos de Covid-19 confirmados en México, estado por estado al 21 de mayo",https://www.eluniversal.com.mx/estados/casos-de-covid-19-confirmados-en-mexico-estado-por-estado-al-21-de-mayo,universal,22-05-2020,0
"Por sobrepoblación, 75 mil presos están en riesgo de contagiarse de coronavirus",https://www.milenio.com/policia/mexico-evalua-75-mil-reos-riesgo-contagio-coronavirus,milenio,22-05-2020,1
Reportan primera muerte en Gaza por Covid-19,https://www.la-prensa.com.mx/mundo/reportan-primera-muerte-en-gaza-por-covid-19-5268654.html,laprensa,23-05-2020,0
"""Fármaco aumenta riesgo de morir""",https://www.eluniversal.com.mx/mundo/farmaco-aumenta-riesgo-de-morir,universal,23-05-2020,1
"China, sin nuevos casos de coronavirus por primera vez",https://www.milenio.com/internacional/china-detecta-casos-coronavirus-inicio-pandemia,milenio,23-05-2020,0
Preocupación por Covid-19 en puente grande,https://www.la-prensa.com.mx/policiaca/preocupacion-por-covid-19-en-puente-grande-5273552.html,laprensa,24-05-2020,1
Alarma alza de contagios de VIH en Tamaulipas,https://www.la-prensa.com.mx/republica/sociedad/alarma-alza-de-contagios-de-vih-en-tamaulipas-8327712.html,laprensa,24-05-2020,1
Personal médico realiza paro en plena pandemia de Covid-19,https://www.la-prensa.com.mx/metropoli/personal-medico-alista-paro-en-plena-pandemia-de-covid-19-5274959.html,laprensa,25-05-2020,1
Wuhan efectúa más de 6.5 millones de pruebas de Covid-19 en 10 días,https://www.la-prensa.com.mx/mundo/wuhan-efectua-mas-de-6.5-millones-de-pruebas-de-covid-19-en-10-dias-5274268.html,laprensa,25-05-2020,0
"Casos de Covid-19 en Yucatán, Quintana Roo, Campeche y Tabasco al 24 de mayo",https://www.eluniversal.com.mx/estados/casos-de-covid-19-en-yucatan-quintana-roo-campeche-y-tabasco-al-24-de-mayo,universal,25-05-2020,0
"Coronavirus tiene en jaque a cadenas de valor, alerta el BID",https://www.milenio.com/negocios/ante-coronavirus-bid-alerta-sobre-impacto-en-cadenas-de-valor,milenio,25-05-2020,1
Piden también sana distancia ante riesgos de dengue y chikungunya,https://www.la-prensa.com.mx/metropoli/valle-de-mexico/piden-tambien-sana-distancia-ante-riesgos-de-dengue-y-chikungunya-5281153.html,laprensa,26-05-2020,1
"Primera ola de Covid-19 no ha terminado, advierte OMS",https://www.la-prensa.com.mx/mundo/primera-ola-de-covid-19-no-ha-terminado-advierte-oms-5280175.html,laprensa,26-05-2020,0
Repunte de casos en varios estados de EU genera dudas sobre reapertura,https://www.eluniversal.com.mx/mundo/repunte-de-casos-de-covid-19-en-varios-estados-de-estados-unidos-genera-dudas-sobre-reapertura,universal,26-05-2020,0
Rusia reconoce muerte de un centenar de personal médico por coronavirus,https://www.milenio.com/internacional/europa/coronavirus-rusia-reconoce-muerte-centenar-personal-medico,milenio,26-05-2020,0
"Puebla habilita un ""reclusorio covid"" para presos contagiados",https://www.la-prensa.com.mx/republica/sociedad/puebla-habilita-un-reclusorio-covid-para-presos-contagiados-5287178.html,laprensa,27-05-2020,1
"Con 3 mil 463, México registra un nuevo máximo diario de contagios por Covid-19",https://www.la-prensa.com.mx/mexico/sociedad/con-3-mil-463-mexico-registra-un-nuevo-maximo-diario-de-contagios-por-covid-19-5287572.html,laprensa,27-05-2020,1
Hacen filas en laboratorios para prueba de Covid-19 en Sonora,https://www.eluniversal.com.mx/estados/hacen-filas-en-laboratorios-para-prueba-de-covid-19-en-sonora,universal,27-05-2020,0
Francia prohíbe el uso de la hidroxicloroquina para tratar coronavirus,https://www.milenio.com/internacional/europa/para-tratar-el-cocoronavirus-francia-prohibe-la-hidroxicloroquina,milenio,27-05-2020,0
Acapulco está en jaque por el coronavirus,https://www.la-prensa.com.mx/republica/sociedad/acapulco-esta-en-jaque-por-el-coronavirus-5288446.html,laprensa,28-05-2020,1
Suman más de 41 millones de desempleados en EU por crisis de Covid-19,https://www.la-prensa.com.mx/finanzas/suman-mas-de-41-millones-de-desempleados-en-eu-por-crisis-de-covid-19-5289183.html,laprensa,28-05-2020,1
Avanza en la UNAM vacuna contra SARS-CoV-2,https://www.la-prensa.com.mx/mexico/avanza-en-la-unam-vacuna-contra-sars-cov-2-5290600.html,laprensa,28-05-2020,0
Francia prohíbe utilizar la hidroxicloroquina para tratar el Covid-19,https://www.la-prensa.com.mx/mundo/francia-prohibe-utilizar-la-hidroxicloroquina-para-tratar-el-covid-19-5284047.html,laprensa,28-05-2020,0
Luce Iglesia de San Hipólito sola ante temor de Covid-19,https://www.la-prensa.com.mx/metropoli/cdmx/luce-iglesia-de-san-hipolito-sola-ante-temor-de-covid-19-5291507.html,laprensa,28-05-2020,1
Inicia operaciones unidad de terapia intensiva de hospital militar en Edomex,https://www.eluniversal.com.mx/metropoli/edomex/inicia-operaciones-unidad-de-terapia-intensiva-de-hospital-militar-en-edomex,universal,28-05-2020,0
Se infectan de coronavirus 200 persona tras servicio religioso en Fráncfort,https://www.milenio.com/internacional/infectan-coronavirus-200-persona-reunion-iglesia,milenio,28-05-2020,1
¡En tiempo récord! Tec crea el primer ventilador mexicano para enfrentar Covid-19,https://www.la-prensa.com.mx/doble-via/salud/tiempo-record-tec-de-monterrey-y-empresas-crea-el-primer-ventilador-mexicano-para-enfrentar-covid-19-coronavirus-5291452.html,laprensa,29-05-2020,1
"Iniciará ""nueva normalidad"" con 31 estados en alto riesgo por Covid-19",https://www.la-prensa.com.mx/mexico/sociedad/iniciara-nueva-normalidad-con-31-estados-en-alto-riesgo-por-covid-19-5294400.html,laprensa,29-05-2020,1
Casos confirmados de Covid-19 en Puebla al 28 de mayo,https://www.eluniversal.com.mx/nacion/coronavirus-puebla-casos-confirmados-de-covid-19-al-28-de-mayo,universal,29-05-2020,0
No existe el coronavirus,https://www.milenio.com/opinion/alejandro-maldonado/en-corto/no-existe-el-coronavirus,milenio,29-05-2020,1
Italia reabre playas con ayuda de app para evitar aglomeraciones por Covid-19,https://www.la-prensa.com.mx/mundo/italia-reabre-playas-con-ayuda-de-app-para-evitar-aglomeraciones-por-covid-19-5299001.html,laprensa,30-05-2020,0
"En Guanajuato, Salud exhorta a no creer en productos milagro contra coronavirus",https://www.milenio.com/politica/comunidad/guanajuato-ssg-pide-creer-productos-milagro-coronavirus,milenio,30-05-2020,0
Municipio de León niega haber ocultado brote de Covid-19 en dependencia,https://www.eluniversal.com.mx/estados/municipio-de-leon-niega-haber-ocultado-de-brote-de-covid-19-en-dependencia,universal,31-05-2020,0
Coahuila reporta 16 nuevos casos y una muerte por coronavirus,https://www.milenio.com/ciencia-y-salud/coronavirus-coahuila-reportan-16-casos-muerte,milenio,31-05-2020,0
Día 1 de nueva normalidad y México supera los 10 mil muertos por Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/dia-1-de-nueva-normalidad-y-mexico-supera-los-10-mil-muertos-por-covid-19-coronavirus-5307643.html,laprensa,1-06-2020,1
Asociación reparte cubrebocas y gel antibacterial a población vulnerable,https://www.eluniversal.com.mx/metropoli/asociacion-reparte-cubrebocas-y-gel-antibacterial-poblacion-vulnerable,universal,1-06-2020,0
"Zacatecas, aún en semáforo naranja",https://www.la-prensa.com.mx/republica/sociedad/zacatecas-aun-en-semaforo-naranja-emergencia-sanitaria-coronavirus-covid-19-contagios-5309404.html,laprensa,2-06-2020,0
Preocupa a Salud contagios en marcha de empleados de bares,https://www.milenio.com/ciencia-y-salud/sociedad/coronavirus-nl-preocupa-salud-contagios-marcha-trabajadores,milenio,2-06-2020,1
México se acerca a los 100 mil casos confirmados por Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/mexico-se-acerca-a-los-100-mil-casos-confirmados-por-covid-19-coronavirus-nueva-normalidad-5313004.html,laprensa,3-06-2020,0
Coronavirus 'devora' su restaurante y ahora vende comida por pedido,https://www.milenio.com/estados/coronavirus-cierra-restaurante-torreon-vende-comida-pedido,milenio,3-06-2020,1
Van 700 mexicanos fallecidos en NY por Covid-19,https://www.eluniversal.com.mx/nacion/van-700-mexicanos-fallecidos-en-ny-por-covid-19,universal,3-06-2020,0
Desempleo puede empeorar por no controlarse pandemia: GOPAC,https://www.eluniversal.com.mx/metropoli/edomex/desempleo-puede-empeorar-por-no-controlarse-pandemia-gopac,universal,3-06-2020,1
"Turismo responsable, necesario para reactivar viajes tras coronavirus",https://www.milenio.com/opinion/jorge-baruch-diaz-ramirez/columna-jorge-baruch-diaz-ramirez/turismo-responsable-necesario-reactivar-viajes-covid-19,milenio,4-06-2020,0
Temas de la conferencia del coronavirus en México del 4 de junio,https://www.milenio.com/politica/coronavirus-mexico-temas-conferencia-covid-19-4-junio,milenio,4-06-2020,0
Hay más de 3 mil casos de dengue en el país; van 11 muertos,https://www.milenio.com/ciencia-y-salud/dengue-3-mil-casos-mexico-11-muerto,milenio,4-06-2020,1
Covid-19 retrasa atención de pacientes con cáncer,https://www.la-prensa.com.mx/mexico/covid-19-retrasa-atencion-de-pacientes-con-cancer-5321234.html,laprensa,4-06-2020,0
Covid-19 se suma a otros cuatro virus mortales sin cura,https://www.la-prensa.com.mx/doble-via/salud/coronavirus-covid-19-se-suma-a-otros-cuatro-virus-mortales-sin-cura-enfermedades-salud-5324297.html,laprensa,5-06-2020,1
Dan positivo a coronavirus dos bomberos en Pachuca,https://www.milenio.com/ciencia-y-salud/pachuca-dos-bomberos-dan-positivo-a-covid-19,milenio,5-06-2020,0
Covid-19 agrava violencia de género,https://www.eluniversal.com.mx/opinion/jimena-candano/covid-19-agrava-violencia-de-genero,universal,5-06-2020,1
Crean plataforma para donar recursos a familias afectadas por coronavirus,https://www.milenio.com/politica/coronavirus-crean-plataforma-donar-recursos-familias,milenio,6-06-2020,0
"En plena cuarentena, realizan feria del libro en Moscú",https://www.eluniversal.com.mx/cultura/letras/coronavirus-en-plena-cuarentena-realizan-feria-del-libro-en-moscu,universal,6-06-2020,1
Blindado' y de 'lejitos' con la familia: así vive un médico en tiempos de covid-19,https://www.milenio.com/politica/comunidad/por-coronavirus-asi-es-el-dia-de-un-medico-en-tiempos-de-pandemia,milenio,7-06-2020,1
SSa lanza estrategia contra el Dengue,https://www.la-prensa.com.mx/doble-via/salud/ssa-lanza-estrategia-contra-el-dengue-5330583.html,laprensa,8-06-2020,0
"Pandemia de coronavirus está ""empeorando"" en el mundo, advierte la OMS",https://www.la-prensa.com.mx/mundo/pandemia-de-coronavirus-esta-empeorando-en-el-mundo-advierte-la-oms-5337098.html,laprensa,8-06-2020,1
México mantiene nivel de riesgo máximo por Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/mexico-super-los-14-mil-muertos-por-covid-19-coronavirus-lopez-gatell-riesgo-maximo-5338992.html,laprensa,8-06-2020,1
Coronavirus: naciones buscan seguro ante un segundo brote en el mundo,https://www.milenio.com/negocios/financial-times/coronavirus-naciones-buscan-seguro-brote-mundo,milenio,8-06-2020,0
"Casos de Covid-19 en México, estado por estado al 07 de junio",https://www.eluniversal.com.mx/estados/casos-de-covid-19-en-mexico-estado-por-estado-al-07-de-junio,universal,8-06-2020,0
Torre Eiffel reabrirá al público tras la crisis de coronavirus,https://www.milenio.com/internacional/coronavirus-torre-eiffel-reabrira-25-junio-3-meses,milenio,9-06-2020,1
"Pide AMLO ""con toda el alma"" que acabe epidemia de coronavirus",https://www.eluniversal.com.mx/nacion/politica/pide-amlo-con-toda-el-alma-que-acabe-epidemia-de-coronavirus,universal,9-06-2020,1
"Llega México a 15,357 muertes por Covid-19 y 129 mil casos confirmados",https://www.la-prensa.com.mx/incoming/llega-mexico-a-15357-muertes-por-covid-19-y-129-mil-casos-confirmados-5348606.html,laprensa,10-06-2020,0
Fallece ex mando de policía del DF por coronavirus,https://www.milenio.com/policia/coronavirus-fallece-mando-transito-raul-sanchez-huitron,milenio,10-06-2020,0
Urgen acciones contra crisis por la pandemia,https://www.la-prensa.com.mx/mexico/urgen-acciones-contra-crisis-por-la-pandemia-5349165.html,laprensa,10-06-2020,1
Reportan destrozos en hospital por temor a coronavirus en Chiapas,https://www.milenio.com/estados/chiapas-reportan-destrozos-hospital-temor-coronavirus,milenio,11-06-2020,1
"¿Médicos suicidas? Para el personal de salud, contraer el virus es un riesgo permanente",https://www.la-prensa.com.mx/mexico/sociedad/medicos-personal-de-salud-insumos-medicos-proteccion-medidas-sanitarias-pacientes-contagios-coronavirus-covid-19-5354469.html,laprensa,12-06-2020,1
"Por miedo al covid-19, niegan acceso a la Guardia Nacional en municipio de Guerrero",https://www.milenio.com/estados/guerrero-miedo-covid-19-niegan-acceso-guardia-nacional,milenio,12-06-2020,1
Casos confirmados de Covid-19 en Jalisco al 11 de junio,https://www.eluniversal.com.mx/estados/coronavirus-jalisco-casos-confirmados-de-covid-19-al-11-de-junio,universal,12-06-2020,0
67% de municipios en Jalisco con casos de coronavirus también con dengue,https://www.milenio.com/politica/comunidad/coronavirus-jalisco-dengue-covid-19-presentes-67,milenio,13-06-2020,0
La “gran gripe rusa”: la pandemia cuyo origen sigue siendo un misterio,https://www.eluniversal.com.mx/ciencia-y-salud/salud/la-gran-gripe-rusa-la-pandemia-cuyo-origen-es-un-misterio,universal,13-06-2020,1
Pasan 16 estados a semáforo naranja,https://www.la-prensa.com.mx/mexico/sociedad/a-partir-del-lunes-16-entidades-pasan-a-semaforo-naranja-covid-19-coronavirus-5358181.html,laprensa,13-06-2020,0
¿Trump enfermo? El presidente cumple 74 años y niega estar mal físicamente,https://www.la-prensa.com.mx/mundo/donald-trump-cumpleanos-74-anos-niega-estar-mal-fisicamente-incidente-rampa-west-point-5362646.html,laprensa,14-06-2020,1
Coronavirus 'seca' bancos de sangre en México,https://www.milenio.com/ciencia-y-salud/coronavirus-seca-bancos-de-sangre-en-mexico,milenio,14-06-2020,1
Gobernador de NY amenaza con revertir desconfinamiento tras violar protocolos,https://www.eluniversal.com.mx/mundo/gobernador-de-ny-amenaza-con-revertir-desconfinamiento-por-covid-19,universal,14-06-2020,1
"La epidemia debe ser vista como un desastre, considera experto de la UNAM",https://www.la-prensa.com.mx/mexico/sociedad/epidemia-debe-ser-vista-como-desaste-experto-unam-crisis-economica-violencia-pobreza-coronavirus-covid-19-5365600.html,laprensa,15-06-2020,1
EU retira permiso para el uso de hidroxicloroquina contra el coronavirus,https://www.milenio.com/internacional/coronavirus-eu-retira-permiso-para-el-uso-de-hidroxicloroquina,milenio,15-06-2020,0
OMS reporta más de 100 nuevos casos confirmados de Covid-19 en Pekín,https://www.eluniversal.com.mx/mundo/oms-reporta-mas-de-100-nuevos-casos-confirmados-de-covid-19-en-pekin,universal,15-06-2020,0
Destruye cuarentena un millón de empleos,https://www.la-prensa.com.mx/mexico/sociedad/destruye-cuarentena-un-millon-de-empleos-5358694.html,laprensa,15-06-2020,1
"Hemos hecho de todo para salvar vidas, dice AMLO sobre lucha contra coronavirus",https://www.milenio.com/politica/amlo-hemos-hecho-todo-para-salvar-vidas-ante-pandemia-de-coronavirus,milenio,17-06-2020,0
"Las nuevas restricciones en China tras repunte ""extremadamente grave"" de Covid-19",https://www.eluniversal.com.mx/video/mundo/las-nuevas-restricciones-en-china-tras-repunte-extremadamente-grave-de-covid-19,universal,17-06-2020,1
Aumentarán las cifras de depresión cuando termine el aislamiento,https://www.milenio.com/ciencia-y-salud/edomex-aumentaran-cifras-depresion-termine-aislamiento,milenio,17-06-2020,1
"Problemas mentales, lo siguiente de la pandemia",https://www.milenio.com/cultura/literatura/problemas-mentales-lo-siguiente-de-la-pandemia,milenio,17-06-2020,1
Crisis por Covid-19 afectó principalmente a Jóvenes; perderán empleos y abandonarán estudios,https://www.la-prensa.com.mx/mexico/crisis-por-covid-19-afecto-principalmente-a-jovenes-perderan-empleos-y-abandonaran-estudios-nueva-normalidad-coronavirus-5376660.html,laprensa,18-06-2020,1
Arzobispo de Morelia reporta primera muerte de sacerdote por coronavirus,https://www.milenio.com/estados/coronavirus-arzobispo-morelia-reporta-muerte-sacerdote,milenio,18-06-2020,0
OMS prevé que la vacuna contra el coronavirus estará disponible en 2021,https://www.milenio.com/ciencia-y-salud/coronavirus-vacuna-oms-preve-cura-covid-19-2021,milenio,18-06-2020,0
Evitan sanitización en Texcoco por temor a ser rociados con químico mortal,https://www.eluniversal.com.mx/metropoli/edomex/coronavirus-evitan-sanitizacion-en-texcoco-por-temor-ser-rociados-con-quimico,universal,18-06-2020,1
Podría no haber temporada de NFL por Covid-19,https://www.la-prensa.com.mx/deportes/americano/podria-no-haber-temporada-de-nfl-por-covid-19-5387890.html,laprensa,19-06-2020,0
Desinfectan centro de Lerdo ante casos de coronavirus en La Laguna,https://www.milenio.com/ciencia-y-salud/en-lerdo-desinfectan-negocios-y-calles-del-centro,milenio,19-06-2020,0
Estado por estado: así marcha el Semáforo sanitario en México,https://www.eluniversal.com.mx/nacion/sociedad/estado-por-estado-asi-marcha-el-semaforo-sanitario-en-mexico,universal,19-06-2020,0
Se mantiene semáforo rojo por positividad de casos de Covid-19,https://www.la-prensa.com.mx/metropoli/se-mantiene-semaforo-rojo-por-positividad-de-casos-de-covid-19-5385831.html,laprensa,19-06-2020,0
Temas de la conferencia de salud sobre el coronavirus en México del 21 de junio,https://www.milenio.com/politica/coronavirus-conferencia-diaria-situacion-mexico-21-junio,milenio,21-06-2020,0
"Casos de Covid-19 en Yucatán, Quintana Roo, Campeche y Tabasco al 20 de junio",https://www.eluniversal.com.mx/estados/casos-de-covid-19-en-yucatan-quintana-roo-campeche-y-tabasco-al-20-de-junio,universal,21-06-2020,0
Peligroso zancudo,https://www.eluniversal.com.mx/opinion/jean-meyer/peligroso-zancudo,universal,21-06-2020,1
"Tras coronavirus, Nueva York regresa lentamente a la normalidad; abren comercios",https://www.milenio.com/internacional/coronavirus-eu-york-reabre-peluquerias-restaurantes,milenio,22-06-2020,0
"Muertos por Covid-19 podrían llegar a 150 mil en EU, alerta Trump",https://www.eluniversal.com.mx/mundo/muertos-por-covid-19-podrian-llegar-150-mil-en-eu-alerta-trump,universal,22-06-2020,1
"El mundo, en fase peligrosa de Covid-19 por desconfinamiento: OMS",https://www.la-prensa.com.mx/mundo/el-mundo-en-fase-peligrosa-de-covid-19-por-desconfinamiento-oms-5386099.html,laprensa,22-06-2020,1
"Zulia, foco de la pandemia de coronavirus en Venezuela",https://www.milenio.com/internacional/coronavirus-venezuela-zulia-convierte-foco-pandemia,milenio,23-06-2020,1
Médicos italianos se preocupan por la pérdida del miedo al coronavirus,https://www.la-prensa.com.mx/mundo/preocupacion-de-medicos-italianos-por-la-perdida-del-miedo-al-coronavirus-covid-19-pandemia-epidemia-rebrote-contagios-5400224.html,laprensa,24-06-2020,1
Sheinbaum presenta plan de reactivación económica de CdMx por coronavirus,https://www.milenio.com/politica/comunidad/coronavirus-cdmx-sheinbaum-presenta-plan-reactivacion-economica,milenio,24-06-2020,0
Cuál es el peligro del metanol detectado en EU en geles desinfectantes,https://www.eluniversal.com.mx/mundo/cual-es-el-peligro-del-metanol-detectado-en-eu-en-geles-desinfectantes,universal,24-06-2020,1
"Estados Unidos, con “inquietante” alza de contagios por Covid-19",https://www.eluniversal.com.mx/mundo/estados-unidos-con-inquietante-alza-de-contagios-por-covid-19,universal,24-06-2020,1
"Pandemia sigue en fase ""preocupante e intensa"" en Latinoamérica: OMS",https://www.la-prensa.com.mx/mundo/pandemia-sigue-en-fase-preocupante-e-intensa-en-latinoamerica-oms-5406333.html,laprensa,24-06-2020,1
Otra epidemia amenaza a Brasil... una nueva cepa del zika,https://www.milenio.com/internacional/en-brasil-ademas-del-coronavirus-advierten-de-nueva-cepa-de-zika,milenio,24-06-2020,1
Identifican nueva cepa de zika; puede causar otra epidemia en Brasil,https://www.eluniversal.com.mx/ciencia-y-salud/identifican-nueva-cepa-de-zika-puede-causar-nueva-epidemia-en-brasil,universal,24-06-2020,1
Covid aumenta en EU a niveles de alarma,https://www.la-prensa.com.mx/mundo/coronavirus-covid-19-aumenta-en-estados-unidos-a-niveles-de-alarma-crisis-contagios-5409724.html,laprensa,25-06-2020,1
Pandemia del Covid-19 está empeorando en el mundo: OMS,https://www.la-prensa.com.mx/mundo/pandemia-del-covid-19-esta-empeorando-en-el-mundo-oms-5410760.html,laprensa,25-06-2020,1
"Conoce las diferencias en síntomas de chikungunya, dengue y zika",https://www.milenio.com/ciencia-y-salud/estas-son-las-diferencias-en-sintomas-de-chikungunya-dengue-y-zika,milenio,25-06-2020,0
CDMX pasa a semáforo naranja; así serán las reaperturas,https://www.eluniversal.com.mx/metropoli/cdmx/coronavirus-cdmx-pasa-semaforo-naranja,universal,26-06-2020,0
Epidemia de obesidad y diabetes agrava casos de coronavirus: López-Gatell,https://www.milenio.com/politica/comunidad/lopez-gatell-obesidad-diabetes-agravan-casos-coronavirus,milenio,27-06-2020,1
Suman 86 militares en activo fallecidos por Covid-19,https://www.eluniversal.com.mx/nacion/sociedad/covid-19-suman-86-militares-fallecidos,universal,27-06-2020,0
Dejan EU ante crisis por Covid-19,https://www.la-prensa.com.mx/mundo/dejan-eu-ante-crisis-por-covid-19-5421947.html,laprensa,28-06-2020,1
Uno de cada cuatro muertos por Covid-19 ha ocurrido en la CDMX,https://www.la-prensa.com.mx/metropoli/cdmx/uno-de-cada-cuatro-muertos-por-covid-19-ha-ocurrido-en-la-cdmx-5425037.html,laprensa,28-06-2020,1
California cierra bares de Los Ángeles y 6 condados más para combatir el Covid-19,https://www.eluniversal.com.mx/mundo/coronavirus-california-cierra-bares-de-los-angeles-y-6-condados-mas,universal,28-06-2020,0
